codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
88667;PRNET;AVIÃO;CESSNA AIRCRAFT;172P;C172;PISTÃO;1;MONOMOTOR;1089;4;1982;BRASIL;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DECOLAGEM;INSTRUÇÃO;NENHUM;0
88666;PRTQB;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;78000;0;2011;BRASIL;BRASIL;CONGONHAS;GOVERNADOR ALUÍZIO ALVES;CRUZEIRO;REGULAR;NENHUM;0
88665;PTTPA;AVIÃO;AIRBUS S.A.S.;A319-112;A319;JATO;2;BIMOTOR;75500;153;0;BRASIL;BRASIL;FERNANDO DE NORONHA;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88664;PSAEA;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61500;148;2019;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
88662;PROTX;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;NULL;2013;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;AERÓDROMO NÃO CADASTRADO;POUSO;REGULAR;NENHUM;0
88661;PRJBE;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2012;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88660;PSCHI;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;1;MONOMOTOR;1900;NULL;2024;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;SUBIDA;AGRÍCOLA;SUBSTANCIAL;0
88659;PTWMX;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;2;BIMOTOR;3946;7;1981;BRASIL;BRASIL;ESTÂNCIA HÉRCULES;SÍLVIO NAME JÚNIOR;POUSO;PRIVADA;SUBSTANCIAL;0
88657;PRCBY;AVIÃO;EMBRAER;EMB-135BJ;E135;JATO;2;BIMOTOR;24300;17;2013;BRASIL;BRASIL;BAHIA - JORGE AMADO;ZUMBI DOS PALMARES;TÁXI;PRIVADA;NENHUM;0
88656;PRXBW;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;NULL;2025;BRASIL;BRASIL;EDUARDO GOMES;PINTO MARTINS;DECOLAGEM;REGULAR;LEVE;0
88655;PRYSD;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;TANCREDO NEVES;PRESIDENTE CASTRO PINTO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88653;PRXBC;AVIÃO;AIRBUS;A320-273N;A320;JATO;2;BIMOTOR;79000;183;2019;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
88652;PRAYY;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;EDUARDO GOMES;TABATINGA;CRUZEIRO;REGULAR;NENHUM;0
88651;PRGXN;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2014;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;MARECHAL RONDON;DECOLAGEM;REGULAR;LEVE;0
88650;PRMAK;AVIÃO;AIRBUS;A320-232;A320;JATO;2;BIMOTOR;77000;166;2002;BRASIL;BRASIL;REGIONAL SUL;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88649;PRYYA;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;79000;NULL;NULL;BRASIL;BRASIL;TANCREDO NEVES;SENADOR PETRÔNIO PORTELLA;POUSO;REGULAR;LEVE;0
88648;PRMAU;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;11;1997;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;VIRACOPOS;CRUZEIRO;PRIVADA;NENHUM;0
88647;PPGTI;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;1;MONOMOTOR;660;2;1960;BRASIL;BRASIL;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;POUSO;INSTRUÇÃO;LEVE;0
88646;PUANZ;ULTRALEVE;JOSE FERNANDO ROS;KOLBFLYER SS;ULAC;PISTÃO;1;MONOMOTOR;650;2;2009;BRASIL;BRASIL;ITANHAÉM;ITANHAÉM;POUSO;EXPERIMENTAL;LEVE;0
88645;PRDCJ;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;6;2009;BRASIL;BRASIL;LEITE LOPES;FAZENDA AGRO TAMAREIRA;SUBIDA;PRIVADA;NENHUM;0
88645;PTDOB;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;1;MONOMOTOR;1179;4;1970;BRASIL;BRASIL;MUNICIPAL DE SÃO JOÃO DA BOA VISTA;MUNICIPAL DE SÃO JOÃO DA BOA VISTA;CRUZEIRO;INSTRUÇÃO;NENHUM;0
88643;PTBKI;AVIÃO;PIPER AIRCRAFT;PA-30;PA30;PISTÃO;2;BIMOTOR;1633;6;1969;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;CRUZEIRO;INSTRUÇÃO;SUBSTANCIAL;0
88642;PTRIV;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTÃO;1;MONOMOTOR;1315;4;1980;BRASIL;BRASIL;GOVERNADOR JOSÉ RICHA;GENERAL LEITE DE CASTRO;DECOLAGEM;PRIVADA;NENHUM;0
88641;PRPMJ;AVIÃO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOÉLICE;1;MONOMOTOR;2310;6;2013;BRASIL;BRASIL;BACACHERI;EXECUTIVO;DECOLAGEM;PRIVADA;NENHUM;0
88640;PRVOM;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;2;BIMOTOR;1905;6;0;BRASIL;BRASIL;PARÁ DE MINAS;PARÁ DE MINAS;APROXIMAÇÃO FINAL;INSTRUÇÃO;LEVE;0
88639;PSCDT;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2015;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88638;PROHZ;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;14;2014;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;ESTACIONAMENTO;REGULAR;NENHUM;0
88636;PTRXT;AVIÃO;NEIVA;EMB-720D;PA32;PISTÃO;1;MONOMOTOR;1633;7;1985;BRASIL;BRASIL;MARECHAL THAUMATURGO;CRUZEIRO DO SUL;POUSO;REGULAR;LEVE;0
88635;PRPZA;AVIÃO;PZL-MIELEC;M18B;M18;TURBOÉLICE;1;MONOMOTOR;5300;2;2003;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
88634;CCDCA;AVIÃO;AIRBUS S.A.S.;A321NEO;A21N;JATO;2;BIMOTOR;97000;0;0;CHILE;CHILE;AEROPORTO INTERNACIONAL DE SANTIAGO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;LEVE;0
88633;PSAXE;AVIÃO;TEXTRON AVIATION;525C;C25C;JATO;2;BIMOTOR;7761;NULL;2025;BRASIL;BRASIL;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;PRIVADA;NENHUM;0
88631;PRMBW;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2008;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88630;PRMHP;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;CONGONHAS;AFONSO PENA;SUBIDA;REGULAR;LEVE;0
88629;PTTML;AVIÃO;AIRBUS S.A.S.;A319-132;A319;JATO;2;BIMOTOR;70000;153;0;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88628;PTTMD;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2010;BRASIL;BRASIL;SANTOS DUMONT;CONGONHAS;DESCIDA;REGULAR;NENHUM;0
88626;PRAYF;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2010;BRASIL;BRASIL;AFONSO PENA;CONGONHAS;SUBIDA;REGULAR;NENHUM;0
88625;PRYRS;AVIÃO;AIRBUS;A320-253N;A20N;JATO;2;BIMOTOR;77000;182;2018;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;SANTA GENOVEVA/GOIÂNIA;DESCIDA;REGULAR;NENHUM;0
88624;PRXMF;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;196;2018;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;MINISTRO VICTOR KONDER;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88623;PRYXD;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;23000;77;2024;BRASIL;BRASIL;AFONSO PENA;ADALBERTO MENDES DA SILVA;SUBIDA;REGULAR;NENHUM;0
88622;PTODY;AVIÃO;EMBRAER;EMB-110;E110;TURBOÉLICE;2;BIMOTOR;5600;17;1974;BRASIL;BRASIL;MANICORÉ;EDUARDO GOMES;DECOLAGEM;REGULAR;NENHUM;0
88621;PROHA;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;17;2013;BRASIL;BRASIL;CABO FRIO;AERÓDROMO NÃO CADASTRADO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88620;PPIFC;AVIÃO;PA;PA-46-500TP;P46T;TURBOÉLICE;1;MONOMOTOR;2310;6;2018;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;CAMPO DE MARTE - SP;CRUZEIRO;PRIVADA;NENHUM;0
88619;PTTIC;AVIÃO;PIAGGIO AERO INDUSTRIES;P.180;P180;TURBOÉLICE;2;BIMOTOR;5239;10;2011;BRASIL;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;DECOLAGEM;PRIVADA;LEVE;0
88618;PTAER;AVIÃO;CESSNA AIRCRAFT;170A;C170;PISTÃO;1;MONOMOTOR;998;1;1950;BRASIL;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;POUSO;ESPECIALIZADA;NENHUM;0
88617;PURTD;ULTRALEVE;JOSE SALVADOR CARLOS CAMPANHA;TL-3000 Sirius;ULAC;PISTÃO;1;MONOMOTOR;600;2;2010;BRASIL;BRASIL;Ten. Brig. Ar Waldir de Vasconcelos;FAZENDA RECANTO FELIZ;POUSO;EXPERIMENTAL;DESTRUÍDA;2
88616;PSRDD;AVIÃO;CIRRUS DESIGN;SF50;SF50;JATO;1;MONOMOTOR;2722;NULL;2024;BRASIL;BRASIL;FRANCISCO DE ASSIS;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO;PRIVADA;LEVE;0
88614;PRLIV;AVIÃO;CESSNA AIRCRAFT;210N;C210;PISTÃO;1;MONOMOTOR;1724;0;1979;BRASIL;BRASIL;CORONEL ALTINO MACHADO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DESCIDA;PRIVADA;NENHUM;0
88613;PTNCR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;1;MONOMOTOR;1202;4;1975;BRASIL;BRASIL;VACARIA NOVO;AEROCLUBE DE ELDORADO DO SUL;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
88612;PRBEA;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;NULL;1979;BRASIL;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO;INSTRUÇÃO;LEVE;0
88611;PTTMB;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2010;BRASIL;BRASIL;JOÃO SIMÕES LOPES NETO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
88610;PRXMB;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;196;2018;BRASIL;BRASIL;TANCREDO NEVES;PORTO SEGURO;DECOLAGEM;REGULAR;NENHUM;0
88609;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;AAGR - ASSOCIAÇÃO AERODESPORTIVA DE GUAPORÉ;AAGR - ASSOCIAÇÃO AERODESPORTIVA DE GUAPORÉ;CRUZEIRO;AERODESPORTIVA;DESTRUÍDA;1
88608;PRBBK;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;0;SEM TRAÇÃO;1633;0;2014;BRASIL;BRASIL;COSTA ESMERALDA;BACACHERI;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM;0
88608;PSMCG;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10 LSA;ZZZZ;PISTÃO;1;MONOMOTOR;1224;NULL;2025;BRASIL;BRASIL;JOSÉ CLETO;BACACHERI;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM;0
88606;PSRBK;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;1;MONOMOTOR;1970;NULL;1999;BRASIL;BRASIL;CAPÃO DA CANOA;AEROCLUBE DE ITÁPOLIS;DECOLAGEM;PRIVADA;DESTRUÍDA;4
88604;PSLHC;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;NULL;2025;BRASIL;BRASIL;CONGONHAS;SANTA GENOVEVA/GOIÂNIA;CRUZEIRO;REGULAR;NENHUM;0
88603;PSAEY;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;VIRACOPOS;PILOTO OSVALDO MARQUES DIAS;DECOLAGEM;REGULAR;LEVE;0
88602;PTMXJ;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2013;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;CATARATAS;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88601;PTMXJ;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2013;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;CATARATAS;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88600;PRYSE;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;MARECHAL CUNHA MACHADO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;LEVE;0
88599;PRXBU;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;NULL;2024;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO INTERNACIONAL DE SANTIAGO;DECOLAGEM;REGULAR;LEVE;0
88598;PRMGX;AVIÃO;CESSNA AIRCRAFT;172M;C172;PISTÃO;1;MONOMOTOR;1043;3;1972;BRASIL;BRASIL;HERCÍLIO LUZ;LAURO CARNEIRO DE LOYOLA;APROXIMAÇÃO FINAL;INSTRUÇÃO;LEVE;0
88597;PRMBV;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2008;BRASIL;BRASIL;SANTOS DUMONT;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
88596;PRYSD;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;CONGONHAS;DESCIDA;REGULAR;NENHUM;0
88595;PRAKF;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT73;TURBOÉLICE;2;BIMOTOR;23000;75;0;BRASIL;BRASIL;TANCREDO NEVES;MÁRIO DE ALMEIDA FRANCO;SUBIDA;REGULAR;NENHUM;0
88594;PRYRA;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;183;2016;BRASIL;BRASIL;TANCREDO NEVES;PRESIDENTE CASTRO PINTO;DECOLAGEM;REGULAR;NENHUM;0
88593;PRAQQ;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;0;BRASIL;BRASIL;TANCREDO NEVES;GUANAMBI;SUBIDA;REGULAR;NENHUM;0
88592;N813NW;AVIÃO;AIRBUS S.A.S.;A330-323;A333;JATO;2;BIMOTOR;242000;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;GOVERNADOR ANDRÉ FRANCO MONTORO;Atlanta Hartsfield-Jackson;DECOLAGEM;REGULAR;LEVE;0
88591;PRYSC;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;TANCREDO NEVES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88587;PSBTP;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2013;BRASIL;BRASIL;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;REGULAR;NENHUM;0
88585;PRBOA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;1;MONOMOTOR;2250;6;2007;BRASIL;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;VOO A BAIXA ALTURA;INSTRUÇÃO;NENHUM;0
88584;PSSDC;AVIÃO;MONTAER LTDA;MONTAER MC01;MC01;PISTÃO;1;MONOMOTOR;600;NULL;2024;BRASIL;BRASIL;CONDOMÍNIO AERONÁUTICO HANGAR FLY RESIDENCE;CONDOMÍNIO AERONÁUTICO HANGAR FLY RESIDENCE;DECOLAGEM;INSTRUÇÃO;LEVE;0
88582;PRDEM;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;1;MONOMOTOR;1134;4;2012;BRASIL;BRASIL;FAZENDA CRUZEIRO;FAZENDA CRUZEIRO;CRUZEIRO;ESPECIALIZADA;SUBSTANCIAL;0
88581;PSRAY;AVIÃO;PIPER AIRCRAFT;PA-32R-301T;PA32;PISTÃO;1;MONOMOTOR;1633;NULL;2005;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;NAGIB DEMACHKI;POUSO;PRIVADA;LEVE;0
88579;PTKKF;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1974;BRASIL;BRASIL;OURILÂNDIA DO NORTE;Pista Aldeia Pykararankre;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
88578;PREPV;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2010;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;SUBIDA;TÁXI AÉREO;NENHUM;0
88577;PPMGR;HELICÓPTERO;BELL HELICOPTER;430;B430;TURBOEIXO;2;BIMOTOR;4218;8;2001;BRASIL;BRASIL;COSTA ESMERALDA;BACACHERI;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88577;PTJCU;AVIÃO;PIPER AIRCRAFT;PA-28-180;P28A;PISTÃO;1;MONOMOTOR;1089;4;1973;BRASIL;BRASIL;BACACHERI;BACACHERI;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;NENHUM;0
88576;PRXIC;AVIÃO;CESSNA AIRCRAFT;T210N;C210;PISTÃO;1;MONOMOTOR;1814;6;1984;BRASIL;BRASIL;FAZENDA ÁGUA DOCE DO PANTANAL;PONTA PORÃ;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
88575;PSARI;AVIÃO;BEECH AIRCRAFT;E90;BE9L;TURBOÉLICE;2;BIMOTOR;4581;NULL;1978;BRASIL;BRASIL;BACACHERI;MUNICIPAL JOÃO WINCKLER;SUBIDA;REGULAR;NENHUM;0
88574;PRVJO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;758;2;1978;BRASIL;BRASIL;MARECHAL RONDON;MARECHAL RONDON;POUSO;INSTRUÇÃO;NENHUM;0
88573;PPGUX;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;1;MONOMOTOR;660;2;1961;BRASIL;BRASIL;VERANÓPOLIS;VERANÓPOLIS;DECOLAGEM;INSTRUÇÃO;NENHUM;0
88572;PROOP;HELICÓPTERO;AIRBUS HELICOPTERS;EC175 B;EC75;TURBOEIXO;2;BIMOTOR;7800;NULL;2024;BRASIL;BRASIL;MARICÁ;AERÓDROMO NÃO CADASTRADO;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;NENHUM;0
88570;PRBGB;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2010;BRASIL;BRASIL;MARICÁ;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
88569;PTHZY;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;1;MONOMOTOR;2250;6;1998;BRASIL;BRASIL;SALGADO FILHO;EL DORADO;APROXIMAÇÃO FINAL;INSTRUÇÃO;NENHUM;0
88568;PSREN;HELICÓPTERO;AIRBUS HELICOPTERS;AS 350 B2;AS50;TURBOEIXO;1;MONOMOTOR;2250;NULL;2011;BRASIL;BRASIL;SURUCUCU;AUARIS;ESTACIONAMENTO;REGULAR;NENHUM;0
88566;PPMVP;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10 LSA;ZZZZ;PISTÃO;1;MONOMOTOR;1224;NULL;2026;BRASIL;BRASIL;Aeroporto Regional de Pato Branco;MAX FONTOURA;POUSO;PRIVADA;SUBSTANCIAL;0
88565;PSIBD;HELICÓPTERO;AGUSTA;AW119MKII;A119;TURBOEIXO;2;BIMOTOR;2850;NULL;2013;BRASIL;BRASIL;FORA DE AERODROMO;JI-PARANÁ;CRUZEIRO;POLICIAL;LEVE;0
88562;PRYXB;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;23000;77;2023;BRASIL;BRASIL;TANCREDO NEVES;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
88561;PSSIU;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4855;NULL;2022;BRASIL;BRASIL;BACABAL;PREFEITO DOUTOR JOÃO SILVA FILHO;POUSO;PRIVADA;NENHUM;0
88559;PTWGB;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88558;PTUCO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1987;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88557;PRYXD;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;23000;77;2024;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;SANTA MARIA;DECOLAGEM;REGULAR;NENHUM;0
88556;PTTMG;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2011;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;CONGONHAS;POUSO;REGULAR;LEVE;0
88555;PTMXH;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2011;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
88554;PRBMG;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;1;MONOMOTOR;1970;6;2011;BRASIL;BRASIL;CAMPO DE MARTE - SP;BELÉM NOVO;POUSO;PRIVADA;LEVE;0
88553;PPBIE;AVIÃO;PIPER AIRCRAFT;PA-34-200T;PA34;PISTÃO;2;BIMOTOR;2073;6;1979;BRASIL;BRASIL;AACA ASSOCIAÇÃO AERO COMODORO DE AVIAÇÃO;VILHENA;POUSO;PRIVADA;NENHUM;0
88552;PSMDC;AVIÃO;CESSNA AIRCRAFT;U206G;C206;PISTÃO;1;MONOMOTOR;1724;NULL;1978;BRASIL;BRASIL;FLORES;MANICORÉ;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
88549;PPINF;AVIÃO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOÉLICE;1;MONOMOTOR;2310;NULL;2015;BRASIL;BRASIL;PRIMAVERA;JUARA SUL;POUSO;PRIVADA;SUBSTANCIAL;0
88548;PPFFH;AVIÃO;PIPER AIRCRAFT;PA-18-150;PA18;PISTÃO;1;MONOMOTOR;794;2;1974;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;FORMOSA;POUSO;INSTRUÇÃO;LEVE;0
88547;PRXBC;AVIÃO;AIRBUS;A320-273N;A320;JATO;2;BIMOTOR;79000;183;2019;BRASIL;BRASIL;REGIONAL SUL;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
