codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
88199;PTUGV;AVIÃO;NEIVA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1992;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;LEVE;0
88198;PSLUC;AVIÃO;LEARJET;45;LJ40;JATO;2;BIMOTOR;9231;NULL;0;BRASIL;BRASIL;SOROCABA;SOROCABA;DECOLAGEM;REGULAR;NENHUM;0
88197;PRYRV;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;160;0;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
88194;PRMYL;AVIÃO;AIRBUS;A319-112;A319;JATO;2;BIMOTOR;75500;154;2011;BRASIL;BRASIL;SANTOS DUMONT;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88193;PRYSH;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;0;2021;BRASIL;BRASIL;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;REGULAR;NENHUM;0
88192;PRGUH;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;79015;187;2011;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
88192;PRVDL;AVIÃO;CESSNA AIRCRAFT;510;C510;JATO;2;BIMOTOR;3921;6;2008;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;HERCÍLIO LUZ;DECOLAGEM;PRIVADA;NENHUM;0
88191;PSGJS;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;BALL;TURBOÉLICE;2;BIMOTOR;1134;NULL;2010;BRASIL;BRASIL;Clube Céu;RECREIO;CRUZEIRO;INSTRUÇÃO;SUBSTANCIAL;3
88190;PSGOE;AVIÃO;DIAMOND AIRCRAFT;DA 62;DA62;PISTÃO;2;BIMOTOR;2300;NULL;2022;BRASIL;BRASIL;USIMINAS;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88190;PSVHZ;AVIÃO;DIAMOND AIRCRAFT;DA 62;DA62;PISTÃO;2;BIMOTOR;2300;NULL;2023;BRASIL;BRASIL;SANTOS DUMONT;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88187;PTXAE;AVIÃO;AIR TRACTOR;AT-401B;AT3P;PISTÃO;1;MONOMOTOR;2722;1;2000;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88186;PRKBB;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1976;BRASIL;BRASIL;CAMPO DE MARTE - SP;MUCURI;POUSO;PRIVADA;LEVE;0
88185;PRMHK;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;REGIONAL SUL;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
88184;PTWKN;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;1;MONOMOTOR;1497;1;1976;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
88183;PRGBI;AVIÃO;BEECH AIRCRAFT;200;BE20;TURBOÉLICE;2;BIMOTOR;5670;10;1978;BRASIL;BRASIL;PORTO SEGURO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;PRIVADA;LEVE;0
88182;PTEPN;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;3;0;BRASIL;BRASIL;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;OUTRA FASE;PRIVADA;LEVE;0
88181;PUSRT;ULTRALEVE;PATRICIA VIEIRA DE MELLO;CONQUEST 180;ULAC;PISTÃO;1;MONOMOTOR;750;2;2010;BRASIL;BRASIL;BOM DESPACHO;ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL;CRUZEIRO;PRIVADA;NENHUM;0
88180;PROTI;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2015;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88179;PPPAF;AVIÃO;SOCATA;TBM700N;TBM7;TURBOÉLICE;1;MONOMOTOR;3354;6;2007;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;PRESIDENTE PRUDENTE;CRUZEIRO;PRIVADA;NENHUM;0
88179;PRDIF;AVIÃO;RAYTHEON AIRCRAFT;400A;BE40;JATO;2;BIMOTOR;7303;10;2005;BRASIL;BRASIL;HERCÍLIO LUZ;Comandante Rolim Adolfo Amaro;CRUZEIRO;PRIVADA;NENHUM;0
88178;PRBGE;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2004;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;CRUZEIRO;REGULAR;NENHUM;0
88178;PROOT;HELICÓPTERO;LEONARDO S.P.A.;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2024;BRASIL;BRASIL;SÃO TOMÉ;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
88176;PRMHE;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;ATLAS BRASIL CANTANHEDE;CRUZEIRO;REGULAR;NENHUM;0
88175;PTXPB;AVIÃO;AIRBUS;A321-211;A321;JATO;2;BIMOTOR;89000;NULL;2014;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;TÁXI;REGULAR;NENHUM;0
88174;PRYXE;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;22000;NULL;2025;BRASIL;BRASIL;VIRACOPOS;LEITE LOPES;DECOLAGEM;REGULAR;NENHUM;0
88173;PTVKV;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;7;1989;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;SANTA GENOVEVA/GOIÂNIA;POUSO;PRIVADA;LEVE;0
88172;PRAIN;AVIÃO;AIRBUS S.A.S.;A330-243;A332;JATO;2;BIMOTOR;233000;NULL;2009;BRASIL;BRASIL;VIRACOPOS;AEROPORTO FRANCISCO SÁ CARNEIRO;ESTACIONAMENTO;REGULAR;LEVE;0
88171;PRGXQ;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;186;2014;BRASIL;BRASIL;CONGONHAS;SALGADO FILHO;CRUZEIRO;REGULAR;NENHUM;0
88170;PTMXH;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2011;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GOVERNADOR ALUÍZIO ALVES;TÁXI;REGULAR;NENHUM;0
88169;PRAIN;AVIÃO;AIRBUS S.A.S.;A330-243;A332;JATO;2;BIMOTOR;233000;NULL;2009;BRASIL;BRASIL;VIRACOPOS;AEROPORTO FRANCISCO SÁ CARNEIRO;ESTACIONAMENTO;REGULAR;LEVE;0
88168;PRTYS;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;2;BIMOTOR;78000;189;2015;BRASIL;BRASIL;AEROPUERTO ING. AERONÁUTICO AMBROSIO TARAVELLA;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
88167;PTWQX;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;LEVE;0
88166;PSLBE;AVIÃO;AIRBUS;A321-271NX;A21N;JATO;2;BIMOTOR;89000;234;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PLÁCIDO DE CASTRO;SUBIDA;REGULAR;NENHUM;0
88165;PRMHE;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88164;PRXMO;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;2021;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;ALBERTO ALCOLUMBRE;POUSO;REGULAR;LEVE;0
88163;PSAEX;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;VIRACOPOS;SALGADO FILHO;TÁXI;REGULAR;NENHUM;0
88162;PSAEN;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2022;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;AFONSO PENA;DECOLAGEM;REGULAR;NENHUM;0
88161;PRXMN;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82644;0;2021;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;AFONSO PENA;POUSO;REGULAR;LEVE;0
88160;PRYJE;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;JATO;2;BIMOTOR;89000;223;2021;BRASIL;BRASIL;VIRACOPOS;GUARARAPES - GILBERTO FREYRE;SUBIDA;REGULAR;NENHUM;0
88159;PUGED;ULTRALEVE;AEROJET TRANSPORTE E ABASTECIMENTO LTDA;SUPER PETREL LS;ULAC;PISTÃO;1;MONOMOTOR;600;2;2011;BRASIL;BRASIL;FLORES;FLORES;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
88158;PTTPA;AVIÃO;AIRBUS S.A.S.;A319-112;A319;JATO;2;BIMOTOR;75500;153;0;BRASIL;BRASIL;LEITE LOPES;CONGONHAS;DECOLAGEM;REGULAR;LEVE;0
88157;PRGGM;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;197;2009;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;SANTA GENOVEVA/GOIÂNIA;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88156;PRGXX;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;2;BIMOTOR;70533;196;0;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;ESTACIONAMENTO;REGULAR;LEVE;0
88155;PRXBD;AVIÃO;AIRBUS;A320-273N;A320;JATO;2;BIMOTOR;79000;183;2019;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;POUSO;REGULAR;NENHUM;0
88154;PRTKK;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22800;73;2012;BRASIL;BRASIL;USIMINAS;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
88153;PRGGX;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2010;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
88152;PSAEZ;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;SANTOS DUMONT;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
88151;PSTHV;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;1;MONOMOTOR;1900;NULL;2023;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;POUSO;AGRÍCOLA;SUBSTANCIAL;0
88150;PRVAH;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;1;MONOMOTOR;3629;1;2013;BRASIL;BRASIL;FAZENDA PALMARES 2;FAZENDA PALMARES 2;MANOBRA;AGRÍCOLA;LEVE;0
88149;PTVVE;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2012;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;AGRÍCOLA;DESTRUÍDA;0
88147;PTVZL;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2013;BRASIL;BRASIL;PORTO ALEGRE DO NORTE;PORTO ALEGRE DO NORTE;POUSO;AGRÍCOLA;SUBSTANCIAL;0
88145;PRASX;AVIÃO;HAWKER BEECHCRAFT;B200GT;BE20;TURBOÉLICE;2;BIMOTOR;5670;0;2008;BRASIL;BRASIL;FAZENDA SÃO FRANCISCO;PILOTO OSVALDO MARQUES DIAS;APROXIMAÇÃO FINAL;PRIVADA;LEVE;0
88143;PTRCR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PA32;PISTÃO;1;MONOMOTOR;1542;7;1980;BRASIL;BRASIL;FAZENDA NOVA VIENA;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;PRIVADA;NENHUM;0
88142;PTNKH;AVIÃO;NEIVA;EMB-711C;P28R;PISTÃO;1;MONOMOTOR;1202;4;1977;BRASIL;BRASIL;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;TÁXI;INSTRUÇÃO;NENHUM;0
88141;PPHSU;AVIÃO;AERO BOERO;AB-180;AB18;PISTÃO;1;MONOMOTOR;844;2;1987;BRASIL;BRASIL;FAZENDA CENTRO DE VÔO A VELA IPUÃ;FAZENDA CENTRO DE VÔO A VELA IPUÃ;POUSO;PRIVADA;LEVE;0
88140;PSSFH;AVIÃO;MONTAER - MONTAGEM E MANUTENCAO AERONAUTICA LTDA;MONTAER MC01;MC01;PISTÃO;1;MONOMOTOR;600;2;0;BRASIL;BRASIL;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;CRUZEIRO;INSTRUÇÃO;NENHUM;0
88139;PRSEU;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;14;2009;BRASIL;BRASIL;MINISTRO VICTOR KONDER;AERÓDROMO NÃO CADASTRADO;ESTACIONAMENTO;REGULAR;NENHUM;0
88138;PTLYM;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;2;BIMOTOR;4966;10;1982;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;FAZENDA TRIÂNGULO;POUSO;PRIVADA;SUBSTANCIAL;0
88137;PUGKA;ULTRALEVE;ARNALDO HENRIQUE GERALDO REIJERS;STOLKING;ULAC;PISTÃO;0;SEM TRAÇÃO;700;0;2016;BRASIL;BRASIL;MOJI MIRIM;MOJI MIRIM;APROXIMAÇÃO FINAL;EXPERIMENTAL;SUBSTANCIAL;0
88136;CCBDB;AVIÃO;BOEING COMPANY;767-300;B763;JATO;2;BIMOTOR;158760;0;0;COLÔMBIA;COLÔMBIA;VIRACOPOS;EDUARDO GOMES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88135;PUFTF;ULTRALEVE;DESCONHECIDO;P92-S ECHO;ULAC;PISTÃO;1;MONOMOTOR;550;2;2002;BRASIL;BRASIL;Ten. Brig. Ar Waldir de Vasconcelos;Ten. Brig. Ar Waldir de Vasconcelos;POUSO;PRIVADA;LEVE;0
88134;PSAEW;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;NULL;2024;BRASIL;BRASIL;HERCÍLIO LUZ;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;REGULAR;NENHUM;0
88133;PTMUD;AVIÃO;BOEING;777-32WER;B77W;JATO;2;BIMOTOR;346544;382;2008;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;HEATHROW AIRPORT;CRUZEIRO;REGULAR;NENHUM;0
88132;PRJBI;HELICÓPTERO;SIKORSKY;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2012;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;BARTOLOMEU LISANDRO;CRUZEIRO;REGULAR;NENHUM;0
88132;PROHB;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;17;2013;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;CRUZEIRO;REGULAR;NENHUM;0
88131;PRYRT;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A20N;JATO;2;BIMOTOR;79000;183;2018;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;LEVE;0
88130;PROHL;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;17;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;DESCIDA;REGULAR;NENHUM;0
88129;PSMDE;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;2;BIMOTOR;4853;NULL;2007;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;ANTONIO CARLOS JOBIM / GALEÃO;CRUZEIRO;PRIVADA;NENHUM;0
88128;PSVON;AVIÃO;RAYTHEON AIRCRAFT;B200;BE20;TURBOÉLICE;2;BIMOTOR;5670;NULL;2003;BRASIL;BRASIL;PROFESSOR URBANO ERNESTO STUMPF;AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN;CRUZEIRO;PRIVADA;NENHUM;0
88127;PRLDG;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2009;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;CRUZEIRO;REGULAR;NENHUM;0
88127;PROHN;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;17;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;MARICÁ;CRUZEIRO;REGULAR;NENHUM;0
88126;PTLSP;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;2;BIMOTOR;4967;8;1982;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;CRUZEIRO;PRIVADA;NENHUM;0
88126;PTWCS;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;1994;BRASIL;BRASIL;MÁRIO RIBEIRO;CLUBE ESTÂNCIA OURO VERDE;CRUZEIRO;PRIVADA;NENHUM;0
88125;PRMHJ;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;ESTACIONAMENTO;REGULAR;NENHUM;0
88124;PRBAT;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;4;2010;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;ESTACIONAMENTO;REGULAR;LEVE;0
88124;PRCAN;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;2;BIMOTOR;4717;8;1997;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;FAZENDA PORTOBELLO;TÁXI;PRIVADA;NENHUM;0
88123;PTUOL;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2003;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;NENHUM;0
88122;PSFAZ;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;2;BIMOTOR;4377;NULL;1993;BRASIL;BRASIL;ASSOCIAÇÃO TOCANTINENSE DE AVIAÇÃO;FAZENDA SANTA RITA;POUSO;PRIVADA;NENHUM;0
88120;PPYSF;HELICÓPTERO;EUROCOPTER FRANCE;AS 365 N3;AS65;TURBOEIXO;2;BIMOTOR;4300;9;2013;BRASIL;BRASIL;HELIPARK;CONGONHAS;CRUZEIRO;PRIVADA;LEVE;0
88119;PRZTL;AVIÃO;MELO TRANSPORTES E LOGISTICA LTDA;RV-10;ZZZZ;PISTÃO;1;MONOMOTOR;1224;4;2011;BRASIL;BRASIL;FAZENDA SERRA DOURADA;NOSSA SENHORA DA ABADIA;POUSO;EXPERIMENTAL;NENHUM;0
88118;PROFH;HELICÓPTERO;AIRBUS HELICOPTERS;EC175B;EC75;TURBOEIXO;2;BIMOTOR;7800;NULL;2024;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;NENHUM;0
88117;PTVMG;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;1;MONOMOTOR;1633;7;1990;BRASIL;BRASIL;TARAUACÁ;JORDÃO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
88116;PRNTG;AVIÃO;AIR TRACTOR;AT-402B;AT3T;TURBOÉLICE;1;MONOMOTOR;3175;1;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88116;PSRCT;AVIÃO;AIR TRACTOR;AT-402B;AT3T;TURBOÉLICE;1;MONOMOTOR;3175;NULL;2023;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
88112;PSPIV;AVIÃO;EMBRAER;EMB-203;IPAN;TURBOÉLICE;1;MONOMOTOR;1900;NULL;2024;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;DESTRUÍDA;0
88111;PTBYB;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;1;MONOMOTOR;1900;1;2016;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
88110;PTLQO;AVIÃO;CESSNA AIRCRAFT;210N;C210;PISTÃO;1;MONOMOTOR;1724;6;1982;BRASIL;BRASIL;FAZENDA SANTA FÉ;ESTÂNCIA SANTA MARIA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
88109;PSKLA;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10 LSA;ZZZZ;PISTÃO;1;MONOMOTOR;1224;NULL;2024;BRASIL;BRASIL;TERUEL IPANEMA ESTÂNCIA;AERÓDROMO NÃO CADASTRADO;POUSO;PRIVADA;SUBSTANCIAL;0
88107;PRCGF;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2012;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;POUSO;REGULAR;NENHUM;0
88106;PSGVO;AVIÃO;AIR TRACTOR;AT-602;AT6T;TURBOÉLICE;1;MONOMOTOR;5670;NULL;2024;BRASIL;BRASIL;FAZENDA SANTO ANTÔNIO;FAZENDA SANTO ANTÔNIO;APROXIMAÇÃO FINAL;AGRÍCOLA;SUBSTANCIAL;1
88105;PRBRM;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1977;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;INSTRUÇÃO;NENHUM;0
88105;PTNMW;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;1;MONOMOTOR;1202;4;1977;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;PRIVADA;LEVE;0
88104;PSSLT;AVIÃO;DIAMOND AIRCRAFT;DA 62;DA62;TURBOÉLICE;2;BIMOTOR;2300;NULL;2023;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;SUBIDA;PRIVADA;NENHUM;0
88104;PTGJM;AVIÃO;HAWKER BEECHCRAFT;G58;BE58;PISTÃO;2;BIMOTOR;2495;6;2007;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;PRIVADA;NENHUM;0
88103;PTMSP;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;2;BIMOTOR;4717;6;1998;BRASIL;BRASIL;JORGE LUIZ STOCCO;CANELA;POUSO;PRIVADA;NENHUM;0
88102;PTVYP;AVIÃO;EMBRAER;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;TÁXI;AGRÍCOLA;LEVE;0
88100;CCBEB;AVIÃO;AIRBUS S.A.S;A321;A321;JATO;2;BIMOTOR;93500;0;0;CHILE;CHILE;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO INTERNACIONAL DE SANTIAGO;CRUZEIRO;REGULAR;NENHUM;0
88099;PTMXQ;AVIÃO;AIRBUS S.A.S.;A321-231;A321;JATO;2;BIMOTOR;89000;231;2014;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88097;PSCPU;HELICÓPTERO;SIKORSKY AIRCRAFT;S92;S92;TURBOEIXO;1;MONOMOTOR;12020;NULL;2009;BRASIL;BRASIL;SÃO TOMÉ;AERÓDROMO NÃO CADASTRADO;SUBIDA;REGULAR;NENHUM;0
88096;PTIUN;AVIÃO;PIPER AIRCRAFT;PA-39;PA30;PISTÃO;2;BIMOTOR;1633;6;1972;BRASIL;BRASIL;BELÉM NOVO;BELÉM NOVO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
88095;PTNMZ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;1;MONOMOTOR;1202;4;1977;BRASIL;BRASIL;HELMUTH BAUNGARTEM;IJUÍ;TÁXI;PRIVADA;LEVE;0
